,headline,Date Published,keywords,Covid 1st keyword,Contains covid keyword
533,The Governor Who Dissed New Yorkers,2020-04-03T16:12:27+0000,"Shutdowns (Institutional);Coronavirus (2019-nCoV);Quarantines;United States Politics and Government;Cuomo, Andrew M;Raimondo, Gina M;Rhode Island;New York City;New York State",False,True
534,What to Do if Your Day Care Is Still Open,2020-04-03T16:39:14+0000,Parenting;Children and Childhood;Coronavirus (2019-nCoV);Day Care Centers,True,True
535,"Coronavirus, Masks, Jobs: Your Friday Briefing",2020-04-03T09:24:01+0000,,False,False
536,Kushner Puts Himself in Middle of White House’s Chaotic Coronavirus Response,2020-04-02T20:18:21+0000,"Trump, Donald J;Kushner, Jared;Coronavirus (2019-nCoV);Federal Emergency Management Agency;United States Politics and Government;Federal-State Relations (US)",False,False
537,U.S. and Europe: How Do the Outbreak Patterns Compare?,2020-04-02T09:00:16+0000,Coronavirus (2019-nCoV);Western Europe;United States;Deaths (Fatalities);Epidemics,True,True
538,Five Signs of Failure,2020-04-03T14:44:46+0000,Population;Coronavirus (2019-nCoV);Deaths (Fatalities);Epidemics;Center for American Progress;United States;Western Europe;United States Politics and Government,False,False
539,Bill de Blasio: We Need All Medical Workers on the Front Lines,2020-04-03T18:24:00+0000,"United States Defense and Military Forces;Coronavirus (2019-nCoV);Nursing and Nurses;Doctors;Ventilators (Medical);DEFENSE PRODUCTION ACT;Trump, Donald J;New York City;United States",False,False
540,Kushner Puts Himself in Middle of White House’s Chaotic Coronavirus Response,2020-04-02T20:18:21+0000,"Trump, Donald J;Kushner, Jared;Coronavirus (2019-nCoV);Federal Emergency Management Agency;United States Politics and Government;Federal-State Relations (US)",False,True
541,"Coronavirus, Masks, Jobs: Your Friday Briefing",2020-04-03T09:24:01+0000,,False,True
542,Trump Promotes Oil Deal That May Not Exist,2020-04-03T00:34:21+0000,"Russia;Saudi Arabia;Oil (Petroleum) and Gasoline;Production;Prices (Fares, Fees and Rates);Trump, Donald J;Mohammed bin Salman (1985- );Putin, Vladimir V;Economic Conditions and Trends;United States International Relations;United States Economy;United States Politics and Government",True,True
543,Ailing N.R.A. Finds New Rallying Cry: Keep Gun Shops Open,2020-04-02T21:16:14+0000,"Coronavirus (2019-nCoV);National Rifle Assn;Firearms;New York State;Suits and Litigation (Civil);Shutdowns (Institutional);Gun Control;Second Amendment (US Constitution);Biden, Joseph R Jr;Trump, Donald J;Presidential Election of 2020;United States Politics and Government",True,True
544,E.P.A. Threatens Legal Action Against Sellers of Fake Coronavirus Cleaners,2020-04-03T12:11:39+0000,"Global Warming;Environment;Greenhouse Gas Emissions;E-Commerce;Coronavirus (2019-nCoV);Cleansers, Detergents and Soaps;Environmental Protection Agency;Wheeler, Andrew R",False,True
545,"Take Government Aid? We’ll See, Some Businesses Say",2020-04-03T07:00:09+0000,"Coronavirus (2019-nCoV);Coronavirus Aid, Relief, and Economic Security Act (2020);Federal Aid (US);United States Politics and Government;United States Economy;AIRLINES AND AIRPLANES;Boeing Company;Law and Legislation;Credit and Debt;Stocks and Bonds;Mnuchin, Steven T;Treasury Department",False,True
546,The Return of the Governor,2020-04-03T10:00:07+0000,"Governors (US);United States Politics and Government;Coronavirus (2019-nCoV);Cuomo, Andrew M;Democratic Party",True,True
547,The Case for a Rent Moratorium,2020-04-01T19:00:11+0000,"Renting and Leasing (Real Estate);Real Estate and Housing (Residential);Coronavirus Aid, Relief, and Economic Security Act (2020);Evictions;Landlords;Mortgages;Subprime Mortgage Crisis;Foreclosures;Real Estate (Commercial);Coronavirus (2019-nCoV);Unemployment;Income;Federal Home Loan Mortgage Corp (Freddie Mac);Federal National Mortgage Assn (Fannie Mae);House of Representatives;New York State",False,True
548,Wine Deliveries: What Are the Options?,2020-04-02T20:25:50+0000,Delivery Services;Shopping and Retail;Wines,False,True
549,"Stashed in the Marsh, Left in the Road: Victims Pile Up in Four New Crime Novels",2020-04-03T15:37:13+0000,"Books and Literature;Smith, Michael Farris;Swanson, Peter (1968- );Please See Us (Book);Blackwood (Book);Mullen, Caitlin;Hid From Our Eyes (Book);Spencer-Fleming, Julia;Eight Perfect Murders (Book)",True,True
550,Hobby Lobby Defies Stay-at-Home Orders by Reopening Some Stores,2020-04-02T04:52:02+0000,Executive Orders and Memorandums;Coronavirus (2019-nCoV);Hobby Lobby Stores Inc;Colorado,True,True
551,"The Rev. Joseph O’Hare, Resourceful President of Fordham, Dies at 89",2020-04-01T17:13:30+0000,"O'Hare, Joseph A;Deaths (Obituaries);Colleges and Universities;Fordham University;Priests;Roman Catholic Church;Society of Jesus;Campaign Finance;Bronx (NYC)",True,True
552,"As the Coronavirus Rages, Birthday Parties Celebrate Life in Isolation",2020-04-02T20:07:59+0000,Birthdays;Parties (Social);Coronavirus (2019-nCoV);Quarantines,True,True
553,U.S. and Europe: How Do the Outbreak Patterns Compare?,2020-04-02T09:00:16+0000,Coronavirus (2019-nCoV);Western Europe;United States;Deaths (Fatalities);Epidemics,True,True
554,Five Signs of Failure,2020-04-03T14:44:46+0000,Population;Coronavirus (2019-nCoV);Deaths (Fatalities);Epidemics;Center for American Progress;United States;Western Europe;United States Politics and Government,False,True
555,"N.Y.C. Death Toll Tops 1,500 as Cuomo Warns on Ventilators",2020-04-02T11:06:10+0000,Coronavirus (2019-nCoV);New York State;New York City,False,True
556,Empty Hotels. Idled Tour Buses. The Pandemic Is Devastating Tourism.,2020-04-02T09:00:19+0000,Coronavirus (2019-nCoV);Travel and Vacations;Layoffs and Job Reductions;St Maarten (Caribbean);Caribbean Area;Hotels and Travel Lodgings;Labor and Jobs,False,True
557,A Month of Coronavirus in New York City: See the Hardest-Hit Areas,2020-04-01T23:39:11+0000,Coronavirus (2019-nCoV);New York City;Hospitals;Emergency Medical Treatment,False,True
558,"As Furloughs Grow, Kennedy Center Defends Use of $25 Million in Aid",2020-04-01T01:38:10+0000,"Finances;Art;Coronavirus Aid, Relief, and Economic Security Act (2020);United States Politics and Government;Kennedy, John F, Center for the Performing Arts;National Symphony Orchestra",False,True
559,Coronavirus Delays Key Global Climate Talks,2020-04-01T20:33:52+0000,Global Warming;Environment;Greenhouse Gas Emissions;United Nations Framework Convention on Climate Change;Glasgow (Scotland);United Nations,True,True
560,Loeffler’s Wealth Becomes a Risk as Rivals Charge She Profited on the Coronavirus,2020-04-01T22:59:01+0000,"Elections, Senate;United States Politics and Government;Coronavirus (2019-nCoV);Stocks and Bonds;Insider Trading;Senate;Securities and Exchange Commission;Loeffler, Kelly L;Collins, Douglas A (1966- );Sprecher, Jeffrey C;Burr, Richard M",False,True
561,"In Slum at Epicenter of Duterte’s Drug Crackdown, Fear and Love Coexist",2020-04-02T07:00:16+0000,"Philippines;Manila (Philippines);Fishing, Commercial;Poverty;Police Brutality, Misconduct and Shootings;Murders, Attempted Murders and Homicides;Drug Abuse and Traffic;Duterte, Rodrigo;Politics and Government;Coronavirus (2019-nCoV)",False,True
562,Edinburgh Festivals Canceled as Coronavirus Effects Stretch Into Summer,2020-04-01T12:54:03+0000,Edinburgh International Festival;Edinburgh Festival Fringe;Edinburgh (Scotland);Coronavirus (2019-nCoV),False,True
563,"Zantac Products Should Not Be Sold or Used, F.D.A. Warns, Citing Cancer Danger",2020-04-01T15:39:36+0000,Drugstores;Cancer;Drugs (Pharmaceuticals);Food and Drug Administration;Recalls and Bans of Products;Heartburn;Hazardous and Toxic Substances;your-feed-healthcare,False,True
564,Tom Brady Reportedly Moves Into Derek Jeter’s Tampa Estate,2020-04-02T16:06:04+0000,"Jeter, Derek;Brady, Tom;Tampa (Fla)",False,True
565,"The Wildly Funny Samantha Irby Is Back, Not a Moment Too Soon",2020-04-01T09:00:02+0000,"Irby, Samantha;Books and Literature;Wow, No Thank You.: Essays (Book)",False,True
566,David Tennant Craves Old English Dinners and Cigarettes After Sex,2020-04-02T14:00:06+0000,"Tennant, David;ACTORS AND ACTRESSES",False,True
567,Why Outdoor Farmers’ Markets Matter More Than Ever,2020-04-01T09:00:18+0000,Farmers' Markets;Shopping and Retail;Vegetables;Agriculture and Farming;GrowNYC;New York City;Coronavirus (2019-nCoV),False,True
568,A Renter Realizes He Can Do Better Than Manhattan. Which of These Homes Did He Choose?,2020-04-02T09:00:05+0000,"Real Estate and Housing (Residential);Renting and Leasing (Real Estate);Prospect Heights (Brooklyn, NY)",True,True
569,The Surprising Intimacy of the Live-Streamed Funeral,2020-04-02T19:00:08+0000,"Funerals and Memorials;Coronavirus (2019-nCoV);Grief (Emotion);Video Recordings, Downloads and Streaming;Computers and the Internet;Death and Dying;National Funeral Directors Assn",False,True
570,Lesson of the Day: ‘D.I.Y. Coronavirus Solutions Are Gaining Steam’,2020-04-02T11:55:58+0000,,True,True
571,Trump Warns Iran of Heightened Retaliation for Any Attacks on U.S. Troops,2020-04-02T00:20:10+0000,"United States International Relations;United States Defense and Military Forces;United States Politics and Government;Defense Department;House of Representatives;Senate;Trump, Donald J;Iran;Iraq",True,True
572,"Coronavirus, Donald Trump, Asia: Your Wednesday Briefing",2020-04-01T03:31:19+0000,,False,True
573,Juggling Lessons From Katie Porter,2020-04-01T22:00:10+0000,"Porter, Katie (1974- );Coronavirus (2019-nCoV);Coronavirus Aid, Relief, and Economic Security Act (2020);United States Politics and Government",False,True
574,Pro-Trump Super PAC to Spend $10 Million on Attack Ads Against Biden,2020-04-01T21:09:08+0000,"Presidential Election of 2020;Biden, Joseph R Jr;Trump, Donald J;McMahon, Linda E",False,False
575,Coronavirus Layoffs Are Hitting Start-Ups Hard,2020-04-02T10:27:45+0000,Layoffs and Job Reductions;Venture Capital;Recession and Depression;Coronavirus (2019-nCoV);AT&T Inc;Bird Rides Inc,False,True
576,"Zantac Products Should Not Be Sold or Used, F.D.A. Warns, Citing Cancer Danger",2020-04-01T15:39:36+0000,Drugstores;Cancer;Drugs (Pharmaceuticals);Food and Drug Administration;Recalls and Bans of Products;Heartburn;Hazardous and Toxic Substances;your-feed-healthcare,False,False
577,10 New Books We Recommend This Week,2020-04-02T17:25:39+0000,"Books and Literature;Chang, Victoria;Day, Dorothy;Dougherty, Conor;Enright, Anne;Erdrich, Louise;Hubbard, Ben;Loughery, John;Mandel, Emily St John;Mohammed bin Salman (1985- );Randolph, Blythe;Saunt, Claudio;Shakespeare, William;Shapiro, James S (1955- );Taylor, Brandon (Author);Actress (Book);Dorothy Day: Dissenting Voice of the American Century (Book);Golden Gates: Fighting for Housing in America (Book);MBS: The Rise to Power of Mohammed bin Salman (Book);Obit: Poems (Book);Real Life (Book);Shakespeare in a Divided America: What His Plays Tell Us About Our Past and Future (Book);The Glass Hotel (Book);The Night Watchman (Book);Unworthy Republic: The Dispossession of Native Americans and the Road to Indian Territory (Book)",True,True
578,The T List: Five things We Recommend This Week,2020-04-02T13:00:10+0000,"Art;Furniture;Fashion and Apparel;Auctions;Wine Bars;Dunham, Carroll;Simons, Raf;Texas",True,True
579,"Peter Beard, Photographer Who Makes His Art From Nature’s, Is Missing",2020-04-02T00:12:05+0000,"Art;Beard, Peter;Long Island (NY)",True,True
580,"‘It’s Just So Devastating’: For Crestfallen Gymnasts, an Olympic Dream Deferred",2020-04-01T20:28:09+0000,"Coronavirus (2019-nCoV);Gymnastics;Olympic Games (2020);United States Olympic and Paralympic Committee;USA Gymnastics;Biles, Simone;Lee, Sunisa (2003- );Skinner, MyKayla (1996- );Women and Girls",True,True
581,President’s Campaign Calls Sessions ‘Delusional’ for Tying Himself to Trump,2020-04-02T17:09:03+0000,"Presidential Election of 2020;Russian Interference in 2016 US Elections and Ties to Trump Associates;Endorsements;Primaries and Caucuses;Senate;Republican Party;Sessions, Jefferson B III;Trump, Donald J;Tuberville, Tommy;ALABAMA",True,True
582,My Partner Works in an Amazon Warehouse. I’m Worried — and Proud.,2020-04-02T14:19:00+0000,Parenting;Coronavirus (2019-nCoV);Protective Clothing and Gear;AMAZON.COM INC;New York City,True,True
583,"They’re Keeping The Times Humming, From Home",2020-04-03T04:31:09+0000,"Computers and the Internet;Telecommuting;Mobile Applications;Labor and Jobs;Home Schooling;Google Inc;New York Times;Kopit Levien, Meredith;Brooklyn (NYC);Mamaroneck (NY);Manhattan (NYC);New Jersey",True,True
584,"Coronavirus, Global Tourism, India’s Free Press: Your Friday Briefing",2020-04-02T20:40:39+0000,,False,True
585,Retailers Under Growing Pressure to Let Workers Wear Masks,2020-04-01T22:45:28+0000,Coronavirus (2019-nCoV);Shopping and Retail;Protective Clothing and Gear;Walmart Stores Inc;Masks;Target Corporation;Walgreen Co.,False,True
586,Prepare for War or Fight Coronavirus? U.S. Military Battles Competing Instincts,2020-04-01T21:06:36+0000,Coronavirus (2019-nCoV);United States Defense and Military Forces;AIRCRAFT CARRIERS;United States Navy;Defense Department;United States Politics and Government;Guam;Iran;China,False,True
587,‘Zoombombing’ Becomes a Dangerous Organized Effort,2020-04-03T18:13:51+0000,Zoom Video Communications;Videophones and Videoconferencing;Cyberharassment;Social Media;Computers and the Internet;Mobile Applications;Coronavirus (2019-nCoV);E-Learning;Federal Bureau of Investigation,False,False
588,Cleaning Your Home: Good. Accidentally Poisoning Yourself: Bad.,2020-04-02T13:22:32+0000,"Cleansers, Detergents and Soaps;Centers for Disease Control and Prevention;Coronavirus (2019-nCoV)",False,False
589,Fear of Rejection Is Costing You Money,2020-04-02T20:30:04+0000,Finances;Labor and Jobs;Budgets and Budgeting;Wages and Salaries,False,False
590,Things to Do in N.Y.C. This Weekend While Staying Inside,2020-04-02T19:49:43+0000,Coronavirus (2019-nCoV);Art;Culture (Arts);Shutdowns (Institutional);Movies;Music;New York City,False,False
591,Tattoo Machines and Machine Guns: Inking Your Buddies in Combat,2020-04-01T09:00:25+0000,Tattoos;Ships and Shipping;United States Navy;Iraq,True,True
592,China Pushes for Quiet Burials as Coronavirus Death Toll Is Questioned,2020-04-03T18:52:14+0000,Coronavirus (2019-nCoV);China;Deaths (Fatalities);Funerals and Memorials;Grief (Emotion);Communist Party of China;Wuhan (China);Politics and Government,False,True
593,How 2 Very Different Los Angeles Hospitals Are Facing Coronavirus,2020-04-01T18:40:38+0000,Coronavirus (2019-nCoV);Hospitals;Los Angeles (Calif);Ventilators (Medical);Protective Clothing and Gear;Doctors,False,True
594,"Kevin Thomas Duffy, U.S. Judge in Terrorism Cases, Dies at 87",2020-04-01T22:53:58+0000,"Duffy, Kevin Thomas;Deaths (Obituaries);Legal Profession;Terrorism;Yousef, Ramzi Ahmed;Coronavirus (2019-nCoV)",False,True
595,"The Best Movies and TV Shows New to Netflix, Amazon and Stan in Australia in April",2020-04-02T23:53:13+0000,Television;Movies;Netflix Inc;AMAZON.COM INC;Australia,False,True
596,The 18 Best TV Shows for Vicarious Travel Thrills,2020-04-01T09:00:37+0000,Television;Travel and Vacations,False,True
597,Viewing Party! Let’s All Watch ‘His Girl Friday’ Together,2020-04-02T18:15:13+0000,"Movies;His Girl Friday (Movie);Russell, Rosalind;Grant, Cary",False,False
598,How Tech’s Lobbyists Are Using the Pandemic to Make Gains,2020-04-03T09:00:29+0000,Coronavirus (2019-nCoV);Computers and the Internet;Lobbying and Lobbyists;Regulation and Deregulation of Industry;AMAZON.COM INC;Facebook Inc;Google Inc;Uber Technologies Inc,False,False
599,"In a Pandemic, Do Doctors Still Have a Duty to Treat?",2020-04-02T09:00:15+0000,Coronavirus (2019-nCoV);Ethics and Official Misconduct;AMERICAN COLLEGE OF PHYSICIANS;AMERICAN MEDICAL ASSN,False,False
600,A Widening Toll on Jobs: ‘This Thing Is Going to Come for Us All’,2020-04-02T12:39:17+0000,"Coronavirus (2019-nCoV);United States Economy;Unemployment;Layoffs and Job Reductions;Coronavirus Aid, Relief, and Economic Security Act (2020);Recession and Depression;Unemployment Insurance;Shutdowns (Institutional);Labor Department (US);States (US)",False,True
601,New York City Deploys 45 Mobile Morgues as Virus Strains Funeral Homes,2020-04-02T09:00:17+0000,Coronavirus (2019-nCoV);Funerals and Memorials;Deaths (Fatalities);Office of the Chief Medical Examiner of the City of New York;Federal Emergency Management Agency;New York City,False,True
602,Will We Lose a Generation of Designers?,2020-04-02T09:00:23+0000,"Shopping and Retail;Fashion and Apparel;Layoffs and Job Reductions;Small Business;Bankruptcies;Coronavirus (2019-nCoV);Batsheva (Fashion Label);Rogers, Christopher John;Cushnie, Carly;your-feed-fashion",False,False
603,Afghan War Casualty Report: April 2020,2020-04-02T16:56:45+0000,Civilian Casualties;Taliban;AFGHANISTAN;Afghan National Security Forces;Kabul (Afghanistan),False,False
604,"Of the Virus and God, Orange Peels and the Party",2020-04-03T09:09:08+0000,Coronavirus (2019-nCoV);Politics and Government;Quarantines;Censorship;Stockpiling;Epidemics;Deaths (Fatalities);Protective Clothing and Gear;News and News Media;Masks;Shortages;Communist Party of China;Xi Jinping;Chicago (Ill);China;United States;Wuhan (China),True,True
605,Looking for Escapism? Stream These Great British TV Shows,2020-04-01T09:48:25+0000,Television;Great Britain;Broadchurch (TV Program);Fleabag (TV Program);Happy Valley (TV Program);The Crown (TV Program),True,True
606,Missing the Theater? Trade Playbills for These Novels,2020-04-02T15:35:15+0000,"Theater;Books and Literature;Mansfield Park (Book);Austen, Jane;Theatre (Book);Maugham, William Somerset;The Swish of the Curtain (Book);Brown, Pamela (1924-89);Next Season (Book);Blakemore, Michael;Wise Children (Book);Carter, Angela;Tipping the Velvet (Book);Waters, Sarah;Remainder (Book);McCarthy, Tom (1969- );One Good Turn (Book);Atkinson, Kate;At Night We Walk in Circles (Book);Alarcon, Daniel;Hag-Seed: The Tempest Retold (Book);Atwood, Margaret;Trust Exercise: A Novel (Book);Choi, Susan;Temper (Book);Fargo, Layne (Author)",True,True
607,An I.C.U. Nurse’s Coronavirus Diary,2020-04-03T19:00:07+0000,Coronavirus (2019-nCoV);Nursing and Nurses;Hospitals;New York City,False,False
608,The Doctor Came to Save Lives. The Co-op Board Told Him to Get Lost.,2020-04-03T09:00:10+0000,Cooperatives;Real Estate and Housing (Residential);Manhattan (NYC);Coronavirus (2019-nCoV);Doctors;Bellevue Hospital Center;Volunteers and Community Service;Boards of Directors,False,True
609,"Wallace Roney, Jazz Trumpet Virtuoso, Is Dead at 59",2020-04-01T03:19:41+0000,"Roney, Wallace;Deaths (Obituaries);Jazz;Davis, Miles;Coronavirus (2019-nCoV)",False,True
610,Missing the Theater? Trade Playbills for These Novels,2020-04-02T15:35:15+0000,"Theater;Books and Literature;Mansfield Park (Book);Austen, Jane;Theatre (Book);Maugham, William Somerset;The Swish of the Curtain (Book);Brown, Pamela (1924-89);Next Season (Book);Blakemore, Michael;Wise Children (Book);Carter, Angela;Tipping the Velvet (Book);Waters, Sarah;Remainder (Book);McCarthy, Tom (1969- );One Good Turn (Book);Atkinson, Kate;At Night We Walk in Circles (Book);Alarcon, Daniel;Hag-Seed: The Tempest Retold (Book);Atwood, Margaret;Trust Exercise: A Novel (Book);Choi, Susan;Temper (Book);Fargo, Layne (Author)",False,True
611,Navy Removes Captain of Aircraft Carrier Stricken by Coronavirus,2020-04-02T20:54:00+0000,"Coronavirus (2019-nCoV);Aircraft Carriers;Defense Department;United States Navy;Guam;United States Politics and Government;Crozier, Brett E;USS Theodore Roosevelt (CVN-71) (Ship)",False,True
612,"Life, Covid-Free, After 22 Days in the Hospital",2020-04-03T22:37:33+0000,Coronavirus (2019-nCoV);Ventilators (Medical);Hospitals;Louisiana,False,True
613,The Navy Fired the Captain of the Theodore Roosevelt. See How the Crew Responded.,2020-04-03T21:09:52+0000,"Coronavirus (2019-nCoV);Crozier, Brett E;Modly, Thomas B;United States Navy;United States Defense and Military Forces;Aircraft Carriers;Epidemics;USS Theodore Roosevelt (CVN-71) (Ship);Defense Department",False,True
614,Why Talking About Our Problems Helps So Much (and How to Do It),2020-04-03T21:30:04+0000,Mental Health and Disorders;Brain;Anxiety and Stress;Love (Emotion),False,True
615,"Wallace Roney, Jazz Trumpet Virtuoso, Is Dead at 59",2020-04-01T03:19:41+0000,"Roney, Wallace;Deaths (Obituaries);Jazz;Davis, Miles;Coronavirus (2019-nCoV)",False,True
616,"Ellis Marsalis, Jazz Pianist and Music Family Patriarch, Dies at 85",2020-04-02T02:52:54+0000,"Marsalis, Ellis;Deaths (Obituaries);Jazz;New Orleans (La);Coronavirus (2019-nCoV)",False,True
617,"Pape Diouf, Former President of Marseille Soccer Club, Dies at 68",2020-04-02T20:56:35+0000,"Diouf, Mababa (1951-2020);Deaths (Obituaries);Soccer;Marseille (Soccer Team);France;Senegal;Coronavirus (2019-nCoV)",False,True
618,White House Debates How Far to Go on Face Mask Guidelines,2020-04-02T04:02:53+0000,Coronavirus (2019-nCoV),False,True
619,Can an Old Vaccine Stop the New Coronavirus?,2020-04-03T22:09:17+0000,your-feed-science;Vaccination and Immunization;Coronavirus (2019-nCoV);Infant Mortality;Immune System;Tuberculosis;Clinical Trials;Third World and Developing Countries,False,True
620,Five Swipes on Exercising Outdoors,2020-04-02T17:49:42+0000,,False,True
621,Video Games to Play With Your Kids That Won’t Drive You Crazy,2020-04-03T09:00:15+0000,Computer and Video Games;Children and Childhood;Parenting,False,False
622,Coronavirus in New Mexico: Map and Case Count,2020-04-01T15:46:40+0000,Coronavirus (2019-nCoV);New Mexico,False,False
623,Coronavirus in Ohio: Map and Case Count,2020-04-01T15:46:57+0000,Coronavirus (2019-nCoV);Ohio,False,False
624,Coronavirus in Minnesota: Map and Case Count,2020-04-01T15:46:11+0000,Coronavirus (2019-nCoV);Minnesota,False,True
625,Coronavirus in Pennsylvania: Map and Case Count,2020-04-01T15:47:09+0000,Coronavirus (2019-nCoV);Pennsylvania,True,True
626,Coronavirus in Oregon: Map and Case Count,2020-04-01T15:47:04+0000,Coronavirus (2019-nCoV);Oregon,True,True
627,Coronavirus in Connecticut: Map and Case Count,2020-04-01T15:27:33+0000,Coronavirus (2019-nCoV);Connecticut,True,True
628,Coronavirus in Arkansas: Map and Case Count,2020-04-01T15:27:20+0000,Coronavirus (2019-nCoV);ARKANSAS,True,True
629,Coronavirus Briefing: What Happened Today,2020-04-02T22:57:50+0000,Coronavirus (2019-nCoV),True,True
630,Coronavirus in Arkansas: Map and Case Count,2020-04-01T15:27:20+0000,Coronavirus (2019-nCoV);ARKANSAS,False,False
631,Five Swipes on Exercising Outdoors,2020-04-02T17:49:42+0000,,False,False
632,What’s on TV Friday: ‘Invisible Life’ and ‘Home Before Dark’,2020-04-03T05:00:06+0000,Television;Movies,False,False
633,"Weekly Health Quiz: Bikes, Steps and Coronavirus",2020-04-03T09:00:02+0000,Coronavirus (2019-nCoV);Tests (Medical);Bicycles and Bicycling;Walking;Exercise,False,False
634,New in Paperback: ‘The Other Americans’ and ‘Bringing Down the Colonel’,2020-04-03T09:00:04+0000,"Books and Literature;A Woman of No Importance: The Untold Story of the American Spy Who Helped Win World War II (Book);Boy Swallows Universe (Book);Bringing Down the Colonel: A Sex Scandal of the Gilded Age, and the ""Powerless"" Woman Who Took On Washington (Book);Autumn Light (Book);Funny Man: Mel Brooks (Book);The Other Americans (Book);Lalami, Laila;Miller, Patricia (1946- );Dalton, Trent;Purnell, Sonia (Author);McGilligan, Patrick;Iyer, Pico",False,False
635,"Single Parents Are Struggling, but Enduring, Through the Pandemic",2020-04-03T18:29:16+0000,Coronavirus (2019-nCoV);Children and Childhood;Education (K-12);Shutdowns (Institutional);Quarantines;Parenting;Single Mothers;Single Parents,False,False
636,"In Congress, Doctors Are Pressing for a More Aggressive Coronavirus Response",2020-04-04T15:14:19+0000,"United States Politics and Government;Coronavirus (2019-nCoV);Doctors;Vaccination and Immunization;Quarantines;House of Representatives;Senate;Cassidy, Bill (1957- );Shalala, Donna E;Underwood, Lauren;Medicine and Health",False,False
637,Thirsty on the Set: Fans Spot Water Bottle Gaffes in ‘Little Women’,2020-04-04T23:25:01+0000,Computers and the Internet;Plastic Bottles;Water;Coffee;Social Media;Game of Thrones (TV Program);Little Women (Movie),False,False
638,Coronavirus Sweeps Through a San Antonio Nursing Home,2020-04-03T20:38:01+0000,"Coronavirus (2019-nCoV);Southeast Nursing and Rehabilitation Center (San Antonio, Tex, Nursing Home);Deaths (Fatalities);Nursing Homes;San Antonio (Tex)",False,False
639,The Meaning of Life,2020-04-05T22:00:06+0000,"Crossword Puzzles;Michaels, Andrea Carla;Thomas, Brian (Crossword Constructor)",False,False
640,How to Get Books When Bookstores and Libraries Are Closed,2020-04-03T09:00:22+0000,Books and Literature;Libraries and Librarians;E-Books and Readers;Audiobooks;Book Trade and Publishing;Shutdowns (Institutional);Coronavirus (2019-nCoV),False,False
641,"Corrections: April 3, 2020",2020-04-03T03:54:41+0000,,False,False
642,"The Hollowness of ‘This, Too, Shall Pass’",2020-04-04T15:00:08+0000,"Black People;Race and Ethnicity;Books and Literature;Coronavirus (2019-nCoV);Butler, Octavia E;Simone, Nina",False,False
643,What Does a Sports Desk Do When Sports Are on Hold?,2020-04-05T17:30:06+0000,Coronavirus (2019-nCoV);New York Times;Athletics and Sports;Newspapers;News and News Media;Quarantines;Daytona 500 (Auto Race);Playoff Games;Major League Baseball;National Basketball Assn,True,True
644,"Mystery Shipwreck Dates to Before Revolutionary War, Researcher Says",2020-04-05T17:46:56+0000,"Shipwrecks (Historic);Maine;ARCHAEOLOGY AND ANTHROPOLOGY;Claesson, Stefan;York (Me)",True,True
645,"In a Crisis, Even a Gift From the N.C.A.A. Begets Turmoil",2020-04-05T07:00:07+0000,"Baseball (College);Scholarships and Fellowships;Marist College;Coronavirus (2019-nCoV);National Collegiate Athletic Assn;Kapuscinski, Tyler",True,True
646,Of Beards and Bubonic Plague: German Village Prays for a (2nd) Miracle,2020-04-05T17:03:25+0000,Coronavirus (2019-nCoV);Plague;Bavaria (Germany);Oberammergau (Germany);Theater;Epidemics;Roman Catholic Church,False,True
647,Portraits From New Orleans: A Close-Knit City Keeping a Safe Distance,2020-04-03T09:00:02+0000,Coronavirus (2019-nCoV);Quarantines;New Orleans (La),False,True
648,There Is No Way Out but Through,2020-04-04T00:54:17+0000,"Coronavirus (2019-nCoV);New York-Presbyterian Hospital;Politics and Government;Trump, Donald J;Xi Jinping;China;United States;Wuhan (China)",False,True
649,"Just When They’re Needed Most, Clinics for the Poor Face Drastic Cutbacks",2020-04-04T14:07:43+0000,"Health Insurance and Managed Care;Coronavirus Aid, Relief, and Economic Security Act (2020);Coronavirus (2019-nCoV);Poverty;Layoffs and Job Reductions;Telemedicine;Medicaid;Family Health Centers Inc;Seattle (Wash)",False,False
650,Wall St. Caps a Turbulent Week With a Decline,2020-04-03T04:42:41+0000,Coronavirus (2019-nCoV);Stocks and Bonds;Economic Conditions and Trends;International Trade and World Market;Standard & Poor's 500-Stock Index,False,False
651,Top Democrats Press Treasury to Accelerate Airline Bailout,2020-04-05T13:57:26+0000,"United States Politics and Government;Coronavirus Aid, Relief, and Economic Security Act (2020);Coronavirus (2019-nCoV);AIRLINES AND AIRPLANES;Credit and Debt;Mnuchin, Steven T;Stock Buybacks;Pelosi, Nancy;Schumer, Charles E;Treasury Department",False,False
652,"Single Parents Are Struggling, but Enduring, Through the Pandemic",2020-04-03T18:29:16+0000,Coronavirus (2019-nCoV);Children and Childhood;Education (K-12);Shutdowns (Institutional);Quarantines;Parenting;Single Mothers;Single Parents,False,False
653,Rangers Prospect K’Andre Miller Faces Racial Abuse in a Team Video Chat,2020-04-04T01:50:46+0000,"Hockey, Ice;New York Rangers;Miller, K'Andre (2000- );Black People;Discrimination;National Hockey League;Videophones and Videoconferencing;Cyberattacks and Hackers",False,False
654,"Coronavirus in N.Y.: Toll Soars to Nearly 3,000 as State Pleads for Aid",2020-04-03T23:33:05+0000,"Coronavirus (2019-nCoV);New York City;Deaths (Fatalities);Hospitals;Emergency Medical Treatment;Ventilators (Medical);Quarantines;Epidemics;Cuomo, Andrew M;New York State",False,False
