,headline,Date Published,keywords,Covid 1st keyword,Contains covid keyword
1542,"The Best Response to the Coronavirus? Altruism, Not Panic",2020-03-08T19:00:06+0000,Coronavirus (2019-nCoV);Epidemics;Altruism,True,True
1543,"Veterans Are Working, but Not in Jobs That Match Their Advanced Training",2020-03-07T18:02:17+0000,Veterans;Labor and Jobs;ACCREDITATION;Hiring and Promotion;Unemployment;United States Defense and Military Forces;Veterans Affairs Department;United States,False,False
1544,"Inside Trump Administration, Debate Raged Over What to Tell Public",2020-03-07T17:13:28+0000,"Coronavirus (2019-nCoV);Epidemics;Trump, Donald J;Azar, Alex M II;Health and Human Services Department;Centers for Disease Control and Prevention;United States Politics and Government",True,True
1545,John Singer Sargent’s Secret Muse,2020-03-09T09:00:17+0000,"Art;Museums;Sargent, John Singer;McKeller, Thomas E (1890-1962);Black People;Gardner, Isabella Stewart, Museum;Boston (Mass)",False,False
1546,"Aspirin, the Original Wonder Drug",2020-03-09T09:00:16+0000,Aspirin;Stroke;Heart;Preventive Medicine,False,False
1547,"In U.S., Cases of Coronavirus Cross 500, and Deaths Rise to 22",2020-03-08T05:01:54+0000,Coronavirus (2019-nCoV);United States Politics and Government;Economic Conditions and Trends;China;Italy;Europe,True,True
1548,Kenny Atkinson Is Out as Nets Head Coach,2020-03-07T14:35:47+0000,"Basketball;Brooklyn Nets;Atkinson, Kenny (1967- );Coaches and Managers",False,False
1549,There Won’t Be a Gay President in 2021. So What Does Buttigieg’s Campaign Tell Us?,2020-03-07T17:40:51+0000,"Buttigieg, Pete (1982- );Democratic Party;Homosexuality and Bisexuality;Same-Sex Marriage, Civil Unions and Domestic Partnerships;Presidential Election of 2020;Primaries and Caucuses;United States Politics and Government",False,False
1550,"Daniel Craig Hosts ‘S.N.L.,’ but Elizabeth Warren Steals the Show",2020-03-08T07:57:19+0000,"Television;Craig, Daniel;Warren, Elizabeth;Tesfaye, Abel (Weeknd);Saturday Night Live (TV Program)",False,False
1551,Variety: Cryptic Crossword,2020-03-07T16:40:02+0000,"Crossword Puzzles;Gascoigne, Ali (Crossword Constructor)",False,False
1552,How I Tried to Ditch Africa’s Tropes,2020-03-07T17:05:36+0000,West Africa;Dakar (Senegal);Senegal;Nigeria;Books and Literature,False,False
1553,Vigilantes in Greece Say ‘No More’ to Migrants,2020-03-07T10:00:18+0000,"Greece;Middle East and Africa Migrant Crisis;Refugees and Displaced Persons;Asylum, Right of;Politics and Government;Defense and Military Forces;Vigilantes;Europe;Lesbos (Greece);Moria (Greece);Turkey",False,False
1554,A Quebec Ban on Religious Symbols Upends Lives and Careers,2020-03-07T10:00:12+0000,Quebec Province (Canada);Law and Legislation;Government Employees;Freedom of Religion;Religion-State Relations;Discrimination;Muslim Veiling;Turbans;Crosses and Crucifixes;Workplace Environment;Politics and Government;Montreal (Quebec);Suits and Litigation (Civil);Fashion and Apparel,False,False
1555,‘How Do I Know Where Your Socks Are?’,2020-03-07T15:30:07+0000,Pakistan;Women and Girls;Women's Rights;Politics and Government;Sexual Harassment;Honor Killings;Human Rights and Human Rights Violations,False,False
1556,Kenny Atkinson Is Out as Nets Head Coach,2020-03-07T14:35:47+0000,"Basketball;Brooklyn Nets;Atkinson, Kenny (1967- );Coaches and Managers",False,False
1557,There Won’t Be a Gay President in 2021. So What Does Buttigieg’s Campaign Tell Us?,2020-03-07T17:40:51+0000,"Buttigieg, Pete (1982- );Democratic Party;Homosexuality and Bisexuality;Same-Sex Marriage, Civil Unions and Domestic Partnerships;Presidential Election of 2020;Primaries and Caucuses;United States Politics and Government",False,False
1558,Wall Street Had 2 Terrible Weeks. Here’s How 7 Traders Dealt With It.,2020-03-07T19:42:49+0000,United States Economy;Coronavirus (2019-nCoV);Stocks and Bonds;Standard & Poor's 500-Stock Index;Federal Reserve System;New York Stock Exchange;United States,False,True
1559,Retiring Into a Shaky Market? Think Long Term Anyway,2020-03-07T16:48:07+0000,Retirement;Stocks and Bonds;Income;ANNUITIES;Personal Finances;Asset Allocation (Personal Finances);United States,False,False
1560,"Daniel Craig Hosts ‘S.N.L.,’ but Elizabeth Warren Steals the Show",2020-03-08T07:57:19+0000,"Television;Craig, Daniel;Warren, Elizabeth;Tesfaye, Abel (Weeknd);Saturday Night Live (TV Program)",False,False
1561,"Girl With Disabilities Sexually Abused and Raped on School Bus, Lawsuit Says",2020-03-08T18:00:05+0000,Abuse of the Disabled;Suits and Litigation (Civil);Child Abuse and Neglect;Buses;Sex Crimes;Special Education;Georgia;Sexual Harassment,False,False
1562,Trump Assails Pelosi as He Opts to Skip Bipartisan St. Patrick’s Day Lunch,2020-03-09T00:26:11+0000,"Trump, Donald J;Pelosi, Nancy;St Patrick's Day;Ireland;Impeachment;Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry;United States Politics and Government",False,False
1563,"Podcasts Worth a Listen: ‘Fiasco,’ ‘Unwell,’ ‘In Those Genes’",2020-03-08T20:03:32+0000,"Podcasts;Bacon, Kevin;The Last Degree of Kevin Bacon (Radio Program);My Year in Mensa (Radio Program);Loftus, Jamie (1993- );As It Happens: Song a Day (Radio Program);Mann, Jonathan (1982- );Jeff, Janina M;In Those Genes (Radio Program);The Heart (Radio Program);Kelly, Nicole (Podcast Host);Unter, Phoebe;Unwell (Radio Program);Fiasco (Radio Program);Neyfakh, Leon",False,False
1564,"Coronavirus, Stock Markets, Democrats: Your Monday Briefing",2020-03-09T09:24:51+0000,,False,False
1565,Nursing Home Hit by Coronavirus Says 70 Workers Are Sick,2020-03-08T00:15:35+0000,Coronavirus (2019-nCoV);Nursing Homes;Blood Donation;Epidemics;Life Care Centers of America;KIRKLAND (WASH);KING COUNTY (WASH),True,True
1566,"The Economy Is on the Edge, and Trump May Push It Over",2020-03-09T23:06:21+0000,"United States Economy;Recession and Depression;Paid Time Off;Coronavirus (2019-nCoV);Infrastructure (Public Works);Trump, Donald J;United States Politics and Government",False,True
1567,"China May Be Beating the Coronavirus, at a Painful Cost",2020-03-07T16:49:09+0000,China;Politics and Government;Coronavirus (2019-nCoV);Epidemics;Quarantines;Travel Warnings;Communist Party of China;Hubei Province (China);Propaganda,False,True
1568,From Swastika Selfies to Lessons on Nazism,2020-03-09T09:00:11+0000,Museums;Holocaust and the Nazi Era;Illinois Holocaust Museum and Education Center;Los Angeles Museum of the Holocaust;Jews and Judaism,False,False
1569,12 Days on the Most Storied Highway of Them All: The Silk Road,2020-03-09T09:00:23+0000,Travel and Vacations;Silk Road (Ancient Trade Route);Central Asia;Uzbekistan;Tajikistan;Kyrgyzstan,False,False
1570,Protect Caregivers From Coronavirus,2020-03-09T20:19:36+0000,Domestic Service;Coronavirus (2019-nCoV);National Domestic Workers Alliance;Elderly,False,True
1571,The Climate Changes Before Your Eyes,2020-03-08T09:00:12+0000,"Museums;Global Warming;Earth Day;AMERICAN MUSEUM OF NATURAL HISTORY;Hayden Planetarium;Rose Center for Earth and Space;New York City;Futter, Ellen V",False,False
1572,Worlds of Oppression Are Interwoven in a New York Show,2020-03-08T09:00:10+0000,"Art;Jews and Judaism;Jewish Museum (Manhattan, NY);Discrimination",False,False
1573,His Reality Is a Mock Village Where Everybody Knows Him,2020-03-09T09:00:17+0000,"Autism;Intellectual Disabilities;Livingston (NJ);New Jersey;LifeTown (Livingston, NJ)",False,False
1574,Oil Prices Dive as Saudi Arabia Takes Aim at Russian Production,2020-03-08T12:34:12+0000,"Oil (Petroleum) and Gasoline;Prices (Fares, Fees and Rates);Coronavirus (2019-nCoV);Organization of the Petroleum Exporting Countries;Saudi Aramco;Saudi Arabia;Russia;International Trade and World Market",False,True
1575,"Coronavirus, Markets, Prince Harry: Your Monday Evening Briefing",2020-03-09T23:18:18+0000,,False,False
1576,"Mart Crowley, ‘Boys in the Band’ Playwright, Dies at 84",2020-03-09T15:55:48+0000,"Theater;Deaths (Obituaries);Crowley, Mart;Homosexuality and Bisexuality;The Boys in the Band (Play)",False,False
1577,An Olympic Doctor Discusses the Effect of the Coronavirus on Sports,2020-03-08T21:37:15+0000,Olympic Games (2020);United States Olympic and Paralympic Committee;International Olympic Committee;Medicine and Health;Coronavirus (2019-nCoV),False,True
1578,Review: An Opera Erases and Rewrites the American Myth,2020-03-09T19:18:05+0000,"Opera;Industry, The (Opera Company);Chacon, Raven;Du Yun (1977- );Duncan, Aja Couchois;Kearney, Douglas (Poet);Sharon, Yuval (1979- );Sweet Land (Opera)",False,False
1579,N.F.L. Player Accuses Union Leaders of Bad Faith C.B.A. Negotiation,2020-03-09T18:37:02+0000,"Organized Labor;Football;Collective Bargaining;National Football League;National Football League Players Assn;Okung, Russell (1987- );Smith, DeMaurice",False,False
1580,Supreme Court to Consider When Juveniles May Get Life Without Parole,2020-03-09T17:33:17+0000,"Murders, Attempted Murders and Homicides;Eighth Amendment (US Constitution);Mandatory Sentencing;Juvenile Delinquency;Supreme Court (US)",False,False
1581,Running Thousands of Miles in Search of Yourself,2020-03-09T15:32:27+0000,"Books and Literature;Spirit Run: A 6,000-Mile Marathon Through North America's Stolen Land (Book);Mexico;YAKIMA (WASH);Running;Immigration and Emigration;Alvarez, Noe",False,False
1582,For a Faster Old-Fashioned …,2020-03-09T20:01:50+0000,Oranges;Food,False,False
1583,"Cuomo’s Fix for Sanitizer Shortage: 100,000 Gallons Made by Prisoners",2020-03-09T21:47:49+0000,"Coronavirus (2019-nCoV);Cleansers, Detergents and Soaps;New York State;Cuomo, Andrew M;Prisons and Prisoners",True,True
1584,Wall Street Plunges in Worst Drop Since 2008,2020-03-09T04:25:54+0000,Coronavirus (2019-nCoV);Stocks and Bonds;Government Bonds;Oil (Petroleum) and Gasoline;Economic Conditions and Trends,True,True
1585,Boeing Faces $20 Million Fine by F.A.A.,2020-03-07T00:18:06+0000,AIRLINES AND AIRPLANES;Boeing 737 Max Groundings and Safety Concerns (2019);Boeing Company;Federal Aviation Administration;Fines (Penalties);Rockwell Collins Inc;House Committee on Transportation;Regulation and Deregulation of Industry,False,False
1586,For a Faster Old-Fashioned …,2020-03-09T20:01:50+0000,Oranges;Food,False,False
1587,Bringing Plague Tales Into Modern Times,2020-03-09T17:00:26+0000,"Serebrennikov, Kirill S;Deutsches Theater;Gogol Center;Theater;Boccaccio, Giovanni;Berlin (Germany);Decameron (Play)",False,False
1588,"North Korea Launches Multiple Projectiles in Weapons Test, South Korea Says",2020-03-09T00:50:37+0000,Defense and Military Forces;Politics and Government;United States International Relations;North Korea;South Korea;Kim Jong-un;Kim Yo-jong,False,False
1589,Review: An Opera Erases and Rewrites the American Myth,2020-03-09T19:18:05+0000,"Opera;Industry, The (Opera Company);Chacon, Raven;Du Yun (1977- );Duncan, Aja Couchois;Kearney, Douglas (Poet);Sharon, Yuval (1979- );Sweet Land (Opera)",False,False
1590,N.F.L. Player Accuses Union Leaders of Bad Faith C.B.A. Negotiation,2020-03-09T18:37:02+0000,"Organized Labor;Football;Collective Bargaining;National Football League;National Football League Players Assn;Okung, Russell (1987- );Smith, DeMaurice",False,False
1591,"Mart Crowley, ‘Boys in the Band’ Playwright, Dies at 84",2020-03-09T15:55:48+0000,"Theater;Deaths (Obituaries);Crowley, Mart;Homosexuality and Bisexuality;The Boys in the Band (Play)",False,False
1592,An Olympic Doctor Discusses the Effect of the Coronavirus on Sports,2020-03-08T21:37:15+0000,Olympic Games (2020);United States Olympic and Paralympic Committee;International Olympic Committee;Medicine and Health;Coronavirus (2019-nCoV),False,True
1593,Economy Faces ‘Tornado-Like Headwind’ as Financial Markets Spiral,2020-03-09T23:09:20+0000,Stocks and Bonds;United States Economy;Banking and Financial Institutions;Coronavirus (2019-nCoV);International Trade and World Market;Recession and Depression;Oil (Petroleum) and Gasoline;Russia;Saudi Arabia;Standard & Poor's 500-Stock Index;Nasdaq Composite Index,False,True
1594,$1.2 Million Homes in California,2020-03-09T13:00:27+0000,Real Estate and Housing (Residential);California;Redlands (Calif);San Diego (Calif);Los Angeles (Calif);SHERMAN OAKS (CALIF),False,False
1595,Running Thousands of Miles in Search of Yourself,2020-03-09T15:32:27+0000,"Books and Literature;Spirit Run: A 6,000-Mile Marathon Through North America's Stolen Land (Book);Mexico;YAKIMA (WASH);Running;Immigration and Emigration;Alvarez, Noe",False,False
1596,"North Korea Launches Multiple Projectiles in Weapons Test, South Korea Says",2020-03-09T00:50:37+0000,Defense and Military Forces;Politics and Government;United States International Relations;North Korea;South Korea;Kim Jong-un;Kim Yo-jong,False,False
1597,LeBron James Is Reminding Everyone He’s the King,2020-03-09T17:52:44+0000,"Basketball;Los Angeles Lakers;James, LeBron",False,False
1598,If Joe Biden Wins,2020-03-07T01:02:26+0000,"Biden, Joseph R Jr;Sanders, Bernard;Trump, Donald J;Presidential Election of 2020;Democratic Party;Republican Party;United States Politics and Government",False,False
1599,Murder Trial of Russian Ex-Agents Opens for Downed Malaysia Airlines Flight,2020-03-09T12:07:31+0000,"Aviation Accidents, Safety and Disasters;AIRLINES AND AIRPLANES;Espionage and Intelligence Services;Malaysia Airlines;Netherlands;Russia",False,False
1600,Review: An Opera Erases and Rewrites the American Myth,2020-03-09T19:18:05+0000,"Opera;Industry, The (Opera Company);Chacon, Raven;Du Yun (1977- );Duncan, Aja Couchois;Kearney, Douglas (Poet);Sharon, Yuval (1979- );Sweet Land (Opera)",False,False
1601,N.F.L. Player Accuses Union Leaders of Bad Faith C.B.A. Negotiation,2020-03-09T18:37:02+0000,"Organized Labor;Football;Collective Bargaining;National Football League;National Football League Players Assn;Okung, Russell (1987- );Smith, DeMaurice",False,False
1602,12 Days on the Most Storied Highway of Them All: The Silk Road,2020-03-09T09:00:23+0000,Travel and Vacations;Silk Road (Ancient Trade Route);Central Asia;Uzbekistan;Tajikistan;Kyrgyzstan,False,False
1603,Boeing Faces $20 Million Fine by F.A.A.,2020-03-07T00:18:06+0000,AIRLINES AND AIRPLANES;Boeing 737 Max Groundings and Safety Concerns (2019);Boeing Company;Federal Aviation Administration;Fines (Penalties);Rockwell Collins Inc;House Committee on Transportation;Regulation and Deregulation of Industry,False,False
1604,"On Day 1 of Lockdown, Italian Officials Urge Citizens to Abide by Rules",2020-03-08T23:55:18+0000,"Coronavirus (2019-nCoV);Italy;Quarantines;Conte, Giuseppe;Economic Conditions and Trends;Politics and Government",True,True
1605,"Europe’s Coronavirus Outbreak Worsens, With Italy at Forefront",2020-03-07T05:14:47+0000,Coronavirus (2019-nCoV),True,True
1606,Trump to Discuss Economic Steps; Italy Halts Most Travel; Stocks and Oil Prices Plunge,2020-03-09T04:01:43+0000,Coronavirus (2019-nCoV);Quarantines;California;Italy;China;United States;Iran,True,True
1607,A List of What’s Been Canceled Because of the Coronavirus,2020-03-09T23:17:08+0000,Coronavirus (2019-nCoV);Olympic Games (2020);Coachella Valley Music and Arts Festival;South by Southwest Music and Media Conference;BNP Paribas Open (Tennis);St Patrick's Day;Italy;Ireland;United States,True,True
1608,"Taking Precautions as Coronavirus Cases, and Fears, Grow",2020-03-09T21:12:52+0000,"Coronavirus (2019-nCoV);Trump, Donald J;United States Politics and Government",True,True
1609,Coronavirus Briefing: What Happened Today,2020-03-09T23:03:59+0000,Coronavirus (2019-nCoV),True,True
1610,President Trump Is Unfit for This Crisis. Period.,2020-03-09T19:06:22+0000,"Coronavirus (2019-nCoV);United States Politics and Government;Centers for Disease Control and Prevention;Trump, Donald J;Epidemics",True,True
1611,Trump Can’t Handle the Truth,2020-03-09T21:41:44+0000,"United States Politics and Government;United States Economy;Recession and Depression;Coronavirus (2019-nCoV);Subprime Mortgage Crisis;Republican Party;Kudlow, Lawrence A;Trump, Donald J",False,True
1612,Bernie Sanders Has Already Won the Democratic Primary,2020-03-07T21:10:29+0000,"Presidential Election of 2020;Primaries and Caucuses;Debates (Political);United States Politics and Government;Democratic Party;Biden, Joseph R Jr;Sanders, Bernard;Klobuchar, Amy;Warren, Elizabeth;Buttigieg, Pete (1982- )",False,False
1613,The Coronavirus Is Coming for Trump’s Presidency,2020-03-07T19:30:05+0000,"Coronavirus (2019-nCoV);Trump, Donald J;Presidential Election of 2020;United States Politics and Government;China;United States",True,True
1614,This Is Life Under Lockdown in Italy,2020-03-09T13:37:28+0000,"Coronavirus (2019-nCoV);Lombardy (Italy);Italy;Milan (Italy);Euro (Currency);Five Star Movement (Italy);Salvini, Matteo;European Union",True,True
1615,It Took Me 3 E.R. Visits to Get a Coronavirus Test in New York,2020-03-09T14:31:55+0000,Coronavirus (2019-nCoV);Tests (Medical);Quarantines;Emergency Medical Treatment;Hospitals;Epidemics;Centers for Disease Control and Prevention;Health and Mental Hygiene Department (NYC);Mount Sinai Medical Center;Manhattan (NYC),True,True
1616,The Coronavirus Is Coming for Trump’s Presidency,2020-03-07T19:30:05+0000,"Coronavirus (2019-nCoV);Trump, Donald J;Presidential Election of 2020;United States Politics and Government;China;United States",True,True
1617,President Trump Is Unfit for This Crisis. Period.,2020-03-09T19:06:22+0000,"Coronavirus (2019-nCoV);United States Politics and Government;Centers for Disease Control and Prevention;Trump, Donald J;Epidemics",True,True
1618,Trump Can’t Handle the Truth,2020-03-09T21:41:44+0000,"United States Politics and Government;United States Economy;Recession and Depression;Coronavirus (2019-nCoV);Subprime Mortgage Crisis;Republican Party;Kudlow, Lawrence A;Trump, Donald J",False,True
1619,It Took Me 3 E.R. Visits to Get a Coronavirus Test in New York,2020-03-09T14:31:55+0000,Coronavirus (2019-nCoV);Tests (Medical);Quarantines;Emergency Medical Treatment;Hospitals;Epidemics;Centers for Disease Control and Prevention;Health and Mental Hygiene Department (NYC);Mount Sinai Medical Center;Manhattan (NYC),True,True
1620,This Is Life Under Lockdown in Italy,2020-03-09T13:37:28+0000,"Coronavirus (2019-nCoV);Lombardy (Italy);Italy;Milan (Italy);Euro (Currency);Five Star Movement (Italy);Salvini, Matteo;European Union",True,True
1621,U.S. Health Experts Say Stricter Measures Are Required to Limit Coronavirus’s Spread,2020-03-09T00:32:04+0000,your-feed-healthcare;Coronavirus (2019-nCoV);Quarantines;Cruises;Epidemics;United States,False,True
1622,"Ted Cruz, Public Health Hero?",2020-03-09T23:00:06+0000,"Coronavirus (2019-nCoV);Cruz, Ted;Quarantines;Conservative Political Action Conference;Trump, Donald J;United States Politics and Government",True,True
1623,The Dangers of Medicare for All,2020-03-09T09:00:12+0000,"Health Insurance and Managed Care;Medicare;Patient Protection and Affordable Care Act (2010);Trump, Donald J;United States",False,False
1624,"Queen Esther, a Hero for Our Time",2020-03-08T22:30:05+0000,"Jews and Judaism;PURIM;The Book of Esther (Book);Soloveitchik, Joseph B (1903-93)",False,False
1625,Cruises and the Coronavirus: What Travelers Need to Know,2020-03-09T23:07:44+0000,"Cruises;Travel and Vacations;Coronavirus (2019-nCoV);Centers for Disease Control and Prevention;State Department;Carnival Corporation;Carnival Cruise Lines;Royal Caribbean Cruises Ltd;Princess Cruises;Pence, Mike;United States",False,True
1626,The Market Is Rocky. Will Target-Date Funds Change Their Strategy?,2020-03-07T08:00:06+0000,"Stocks and Bonds;Asset Allocation (Personal Finances);Retirement;401(k), 403(b) and 457 Plans;Pensions and Retirement Plans;Vanguard Group Inc",False,False
1627,Barr Increasingly Appears Focused on Undermining Mueller Inquiry,2020-03-07T02:11:14+0000,"Barr, William P;Justice Department;Mueller, Robert S III;Walton, Reggie B;Special Prosecutors (Independent Counsel);Russian Interference in 2016 US Elections and Ties to Trump Associates;United States Politics and Government;Presidential Election of 2016;Espionage and Intelligence Services;Federal Bureau of Investigation;Flynn, Michael T;Stone, Roger J Jr;Trump, Donald J",False,False
1628,"As Weinstein Awaits Prison, Prosecutors Detail 40 Years of Accusations",2020-03-07T02:06:52+0000,"Sex Crimes;#MeToo Movement;Sexual Harassment;Illuzzi-Orbon, Joan;Rotunno, Donna;Weinstein, Harvey;Los Angeles (Calif);Manhattan (NYC)",False,False
1629,"Pence, a Loyalist Tapped for Coronavirus Effort, Adds to Trump’s Mixed Messages",2020-03-07T00:19:35+0000,"United States Politics and Government;Coronavirus (2019-nCoV);Centers for Disease Control and Prevention;Pence, Mike;Trump, Donald J;Medicine and Health",False,True
1630,Our ‘Pursuit of Happiness’ Is Killing the Planet,2020-03-07T02:02:10+0000,Greenhouse Gas Emissions;Politics and Government;Liberalism (US Politics);Philosophy,False,False
1631,Where’s Joe Biden’s Universal Child Care Plan?,2020-03-07T01:35:16+0000,"Biden, Joseph R Jr;Child Care;Democratic Party;Presidential Election of 2020;United States Politics and Government",False,False
1632,"Blair Warner, Thomas Ciszek",2020-03-08T05:00:00+0000,Weddings and Engagements,False,False
1633,"Ellen Gray, Antoine Ibrahim",2020-03-08T05:00:05+0000,Weddings and Engagements,False,False
1634,"Catherine Doyle, Hollis Callaway",2020-03-08T05:05:00+0000,Weddings and Engagements,False,False
1635,"Sarah Schiear, Jared Spiegel",2020-03-08T05:10:00+0000,Weddings and Engagements,False,False
1636,"Homes That Sold for Around $750,000",2020-03-08T09:00:11+0000,"Real Estate and Housing (Residential);New Rochelle (NY);Bethpage (NY);Canarsie (Brooklyn, NY);Little Italy (Manhattan, NY);Wilton (Conn);Hoboken (NJ)",False,False
1637,Fourth Time’s the Charm? Mark Meadows Takes Over Trump’s White House,2020-03-08T01:04:14+0000,"Meadows, Mark R (1959- );Trump, Donald J;Mulvaney, Mick",False,False
1638,The Week in Business: Coronavirus Sends Markets Into a Panic,2020-03-08T16:43:02+0000,Stocks and Bonds;United States Economy;Science and Technology;Coronavirus (2019-nCoV),False,True
1639,"Their Campaign Jobs Just Dried Up. And on Venmo, the Drinks Are Flowing.",2020-03-07T10:00:03+0000,Democratic Party;Presidential Election of 2020;ALCOHOLIC BEVERAGES;Venmo,False,False
1640,Melinda Gates: How to Start the Conversation About Gender Equality,2020-03-07T20:10:02+0000,Women and Girls;Discrimination;Women's Rights,False,False
1641,"Coronavirus, Mick Mulvaney, Black Hole: Your Weekend Briefing",2020-03-08T10:00:02+0000,,False,False
1642,What to Cook This Week,2020-03-08T14:30:00+0000,Cooking and Cookbooks,False,False
1643,"Marnie, Shih Tzu Who Charmed Instagram With Her Lolling Tongue, Dies at 18",2020-03-07T20:35:43+0000,Instagram Inc;Dogs;Social Media,False,False
1644,The Unrelenting Space Jams of Tame Impala,2020-03-08T15:13:30+0000,Pop and Rock Music;Tame Impala (Music Group);The Slow Rush (Album),False,False
1645,Cruises and the Coronavirus: What Travelers Need to Know,2020-03-09T23:07:44+0000,"Cruises;Travel and Vacations;Coronavirus (2019-nCoV);Centers for Disease Control and Prevention;State Department;Carnival Corporation;Carnival Cruise Lines;Royal Caribbean Cruises Ltd;Princess Cruises;Pence, Mike;United States",False,True
1646,What’s on TV Saturday: ‘Yesterday’ and ‘The Most Dangerous Animal of All’,2020-03-07T06:00:05+0000,Movies;Television,False,False
1647,Tiger Woods Will Not Compete in Players Championship,2020-03-07T00:58:22+0000,"Players Championship (Golf);Golf;Woods, Tiger",False,False
1648,Quotation of the Day: No Cell Service. No Wi-Fi. Just Childhood.,2020-03-07T04:11:31+0000,,False,False
1649,E.U. Seeks Solidarity as Nations Restrict Medical Exports,2020-03-07T10:33:15+0000,Protective Clothing and Gear;Protectionism (Trade);International Trade and World Market;Coronavirus (2019-nCoV);Masks;European Union;France;Germany;Russia,False,True
1650,Conversations Toward Romance,2020-03-07T11:00:03+0000,Weddings and Engagements,False,False
1651,"SNC-Lavalin Is the Talk of Ottawa Again, if in a Very Different Context",2020-03-07T01:22:51+0000,Transit Systems;Public-Private Sector Cooperation;Infrastructure (Public Works);Canada;Ottawa (Ontario),False,False
1652,Fourth Time’s the Charm? Mark Meadows Takes Over Trump’s White House,2020-03-08T01:04:14+0000,"Meadows, Mark R (1959- );Trump, Donald J;Mulvaney, Mick",False,False
1653,"Their Campaign Jobs Just Dried Up. And on Venmo, the Drinks Are Flowing.",2020-03-07T10:00:03+0000,Democratic Party;Presidential Election of 2020;ALCOHOLIC BEVERAGES;Venmo,False,False
1654,Melinda Gates: How to Start the Conversation About Gender Equality,2020-03-07T20:10:02+0000,Women and Girls;Discrimination;Women's Rights,False,False
1655,The Unrelenting Space Jams of Tame Impala,2020-03-08T15:13:30+0000,Pop and Rock Music;Tame Impala (Music Group);The Slow Rush (Album),False,False
1656,N.C.A.A. Weighs Using Fewer Tournament Sites Amid Coronavirus Outbreak,2020-03-07T23:36:15+0000,Coronavirus (2019-nCoV);Basketball (College);NCAA Basketball Championships (Women);National Collegiate Athletic Assn;NCAA Basketball Championships (Men),True,True
1657,Learning the Hard Way What It Means to Be a Top Pick for the Knicks,2020-03-07T22:27:47+0000,"Basketball;Draft and Recruitment (Sports);New York Knicks;Barrett, R J (2000- )",False,False
1658,"Anti-Semitism Affects All Jews, Not Just the Orthodox",2020-03-08T16:00:06+0000,"Jews and Judaism;ANTI-SEMITISM;Buttigieg, Pete (1982- );Homosexuality and Bisexuality;Presidential Election of 2020;National Security Council;United States Politics and Government",False,False
1659,What to Cook This Week,2020-03-08T14:30:00+0000,Cooking and Cookbooks,False,False
1660,"Coronavirus, Mick Mulvaney, Black Hole: Your Weekend Briefing",2020-03-08T10:00:02+0000,,False,False
1661,"Marnie, Shih Tzu Who Charmed Instagram With Her Lolling Tongue, Dies at 18",2020-03-07T20:35:43+0000,Instagram Inc;Dogs;Social Media,False,False
1662,The Week in Business: Coronavirus Sends Markets Into a Panic,2020-03-08T16:43:02+0000,Stocks and Bonds;United States Economy;Science and Technology;Coronavirus (2019-nCoV),False,True
1663,Review: Notes of Joy and Fear Fill This ‘Fandango’,2020-03-08T17:23:02+0000,"Theater;En Garde Arts;La MaMa ETC;Zayas, Jose;Fandango for Butterflies (and Coyotes) (Play)",False,False
1664,"Coronavirus, Ashraf Ghani, Markets: Your Tuesday Briefing",2020-03-09T20:05:00+0000,,False,False
1665,Financial System Faces Biggest Test Since 2008 as Coronavirus Spreads,2020-03-09T15:59:44+0000,"Regulation and Deregulation of Industry;Banking and Financial Institutions;Coronavirus (2019-nCoV);Layoffs and Job Reductions;Federal Reserve System;Financial Stability Oversight Council;Treasury Department;Mnuchin, Steven T;Trump, Donald J;Brainard, Lael;United States",False,True
1666,I’m Chinese. That Doesn’t Mean I Have Coronavirus.,2020-03-07T15:30:06+0000,Coronavirus (2019-nCoV);Discrimination;Chinese-Americans;China;Los Angeles (Calif);Wuhan (China);Beauty Salons,True,True
1667,"CPAC Attendee Has the Coronavirus, Officials Say",2020-03-08T01:26:25+0000,"Coronavirus (2019-nCoV);Conservative Political Action Conference;United States Politics and Government;Conservatism (US Politics);Politics and Government;Trump, Donald J;National Harbor (Md)",True,True
1668,‘I Was on the F Train Headed to an Afternoon Doctor’s Appointment’,2020-03-08T07:00:06+0000,New York City,False,False
1669,Learning the Hard Way What It Means to Be a Top Pick for the Knicks,2020-03-07T22:27:47+0000,"Basketball;Draft and Recruitment (Sports);New York Knicks;Barrett, R J (2000- )",False,False
1670,Review: Notes of Joy and Fear Fill This ‘Fandango’,2020-03-08T17:23:02+0000,"Theater;En Garde Arts;La MaMa ETC;Zayas, Jose;Fandango for Butterflies (and Coyotes) (Play)",False,False
1671,"No Corrections: March 9, 2020",2020-03-09T04:04:31+0000,,False,False
1672,Quotation of the Day: New Safety Rules Are Delayed as Everest Climbing Season Looms,2020-03-09T04:04:45+0000,,False,False
1673,Word + Quiz: marquee,2020-03-09T05:30:01+0000,,False,False
1674,Judge Orders Medical Panel to Evaluate Tortured Guantánamo Prisoner,2020-03-08T20:54:54+0000,"Qahtani, Mohammed al-;Guantanamo Bay Naval Base (Cuba);Detainees;Mental Health and Disorders;Torture;United States Defense and Military Forces;Collyer, Rosemary M;Saudi Arabia;September 11 (2001);Geneva Conventions;Prisoners of War",False,False
1675,"Jaffa Panken, Josh Stanton",2020-03-08T05:05:01+0000,Weddings and Engagements,False,False
